34.500;69.167
31.600;65.783
34.333;62.167
34.383;63.100
34.333;61.433
33.267;62.083
32.383;62.133
35.900;64.717
36.933;65.083
34.550;65.767
37.950;66.100
35.500;66.667
36.717;67.083
32.867;67.700
36.250;68.050
33.550;68.467
35.633;68.717
36.183;68.733
35.917;68.750
36.783;68.850
36.700;69.133
33.617;69.150
34.500;69.167
35.600;69.300
34.433;70.417
37.083;70.667
36.533;71.350
36.717;71.567
37.117;69.800
41.300;19.467
40.483;19.483
42.050;19.500
40.733;19.550
40.950;19.683
40.717;19.767
41.333;19.817
41.117;20.083
40.083;20.167
40.633;20.733
31.583;-2.283
34.883;-1.350
35.250;-0.650
35.750;-0.633
27.850;-0.317
35.900;0.083
35.333;1.333
36.183;1.350
36.500;2.833
33.817;2.917
36.833;3.000
34.717;3.233
32.333;3.667
36.733;4.083
35.167;4.150
35.667;4.517
36.817;5.050
32.000;5.267
36.183;5.400
22.833;5.467
34.833;5.683
35.567;6.167
36.367;6.667
36.883;6.900
36.917;7.783
35.350;8.100
15.167;12.167
-5.567;12.200
-8.833;13.250
12.567;13.400
14.917;13.500
12.333;13.567
12.783;15.733
-9.600;16.350
12.417;16.967
51.750;-72.083
41.183;-71.383
51.583;-69.250
38.917;-69.233
45.633;-69.133
32.800;-68.867
31.550;-68.517
54.800;-68.317
53.750;-67.767
49.283;-67.750
45.833;-67.500
29.433;-66.833
22.867;-66.683
24.167;-65.800
22.133;-65.583
27.333;-65.583
24.767;-65.467
33.683;-65.467
26.783;-65.250
43.250;-65.100
33.133;-64.333
36.617;-64.283
27.783;-64.250
31.417;-64.183
38.750;-62.250
33.750;-61.933
31.633;-60.717
31.750;-60.500
36.950;-60.333
25.683;-60.217
34.917;-60.000
36.767;-59.833
29.167;-59.250
27.467;-59.000
38.517;-58.767
34.667;-58.500
37.850;-58.267
34.867;-57.917
38.000;-57.533
27.450;-55.833
40.783;43.817
40.850;44.317
41.017;44.400
40.167;44.517
41.133;44.667
40.750;44.867
40.350;45.117
24.850;113.750
31.967;115.817
30.817;121.483
17.967;122.250
12.383;130.733
23.700;133.867
33.067;137.567
34.933;138.600
31.950;141.500
36.800;144.350
38.167;144.433
37.750;144.967
16.850;145.717
19.217;146.800
41.417;147.117
42.900;147.300
35.300;149.133
34.417;150.867
33.917;151.167
32.917;151.767
27.500;153.000
47.517;9.767
47.283;11.417
47.450;12.383
47.800;13.050
46.617;13.850
48.167;14.033
48.317;14.300
47.083;15.367
48.017;16.233
48.200;16.367
47.833;16.533
39.200;45.400
40.650;46.333
41.650;46.667
39.800;46.750
41.200;47.167
41.383;48.550
40.633;48.617
40.583;49.633
40.367;49.883
26.500;-78.783
26.883;-77.550
25.083;-77.333
26.517;-77.083
26.200;50.633
23.700;90.367
22.333;91.800
52.133;23.667
53.667;23.833
53.833;25.317
53.150;26.000
52.133;26.017
54.267;26.833
53.850;27.500
54.150;28.500
55.500;28.717
53.133;29.167
52.033;29.167
55.167;30.233
53.900;30.333
54.500;30.383
52.417;31.000
51.217;2.917
51.033;3.700
50.467;3.967
50.850;4.350
51.217;4.417
50.417;4.450
50.467;4.867
50.633;5.583
16.350;-88.967
17.217;-88.800
16.167;-88.750
17.617;-88.667
18.100;-88.517
18.383;-88.383
17.000;-88.333
17.483;-88.167
18.000;-87.883
10.283;1.483
6.750;1.783
6.383;2.133
7.233;2.167
6.400;2.517
9.383;2.667
11.083;2.983
27.533;89.717
26.867;89.433
27.383;89.517
27.550;90.500
26.867;91.517
16.500;-68.167
17.983;-67.133
20.417;-66.683
17.433;-66.167
10.983;-66.100
21.450;-65.750
19.567;-65.750
19.083;-65.250
14.767;-64.833
21.550;-64.750
13.367;-64.117
22.000;-63.717
17.750;-63.233
16.250;-62.133
16.383;-60.983
17.883;-60.750
44.783;17.183
44.217;17.667
43.333;17.833
43.867;18.433
44.550;18.683
20.000;23.417
24.983;25.317
24.417;25.500
25.183;25.667
24.933;25.833
24.750;25.917
24.467;26.083
22.417;26.733
23.083;26.850
20.433;27.033
21.183;27.533
22.017;27.833
21.967;28.433
10.983;-68.750
-9.983;-67.817
-8.967;-67.800
-8.750;-63.900
2.850;-60.717
3.100;-60.000
15.083;-59.950
-8.733;-59.233
19.000;-57.583
15.533;-56.083
-4.367;-56.033
-2.433;-54.683
31.367;-54.100
29.667;-53.783
31.750;-52.333
28.267;-52.333
-3.217;-52.250
32.050;-52.133
23.433;-52.033
-2.867;-52.000
23.300;-51.217
0.067;-51.067
21.200;-50.400
27.800;-50.333
25.117;-50.150
15.950;-50.117
22.217;-49.967
25.417;-49.417
20.833;-49.333
16.717;-49.300
-8.250;-49.250
-5.383;-49.167
26.917;-49.117
22.317;-49.117
24.650;-49.000
16.317;-48.967
26.333;-48.917
27.583;-48.517
-1.450;-48.483
18.950;-48.283
21.767;-48.133
19.783;-47.950
15.750;-47.950
21.150;-47.800
22.317;-47.583
20.550;-47.450
-7.333;-47.417
22.900;-47.100
23.550;-46.650
23.933;-46.367
23.100;-45.833
23.000;-45.600
20.133;-44.917
19.900;-43.900
16.750;-43.867
21.783;-43.383
-4.883;-43.333
22.883;-43.283
-5.150;-42.767
-5.583;-42.617
18.850;-41.950
-2.967;-41.767
17.867;-41.517
21.767;-41.350
20.850;-41.117
-9.417;-40.500
-3.750;-40.333
-7.167;-39.300
